cui;medical_term;semantic_types
C0428613;Calcium/creatinine ratio measurement;lbpr
C0428629;FAI - Free androgen index;lbpr
C0428632;Phytanic acid oxidation measurement;lbpr
C0428642;Pulmonary artery pressure;lbtr
C0428646;Oxygen concentration;fndg
C0428653;Carbon dioxide concentration;fndg
C0428658;End tidal carbon dioxide concentration;fndg
C0428679;Minute volume;fndg
C0428686;Inspiratory time;fndg
C0428695;Absolute humidity;fndg
C0428713;Cerebral perfusion pressure;fndg
C0428714;CBF - Cerebral blood flow;fndg
C0428715;Gas flow;fndg
C0428717;Gas pressure;fndg
C0428734;Flow volume loop;fndg
C0428754;Sound level;fndg
C0428758;Uncomfortable loudness level;lbtr
C0428759;Masking level;lbtr
C0428763;Temporal resolution;lbtr
C0428776;Cardiac index;fndg
C0428791;Aortic valve calcification;dsyn
C0428851;Dilatation of pulmonary artery;dsyn
C0428852;Cardiac ratio;lbtr
C0428870;Left to right cardiovascular shunt (finding);fndg
C0428871;Right to left cardiovascular shunt (finding);fndg
C0428872;Bidirectional cardiovascular shunt;fndg
C0428876;Intracardiac pressure;lbtr
C0428886;Mean blood pressure;fndg
C0428896;Stable blood pressure;fndg
C0428897;Jugular venous pressure;fndg
C0428908;Sinoatrial node dysfunction NOS;dsyn
C0428915;Cardiac conduction pathway;lbtr
C0428927;Cardiac conduction pattern;lbtr
C0428937;Effective refractory period (cardiac conduction);lbtr
C0428943;AH interval (cardiac conduction);lbtr
C0428944;HV interval (cardiac conduction);lbtr
C0428953;Electrocardiogram: myocardial infarction (finding);lbtr
C0428974;Supraventricular arrhythmia;patf
C0428977;Bradycardia;patf
C0428978;Slow ventricular response;patf
C0429002;Aberrantly conducted complex;sosy
C0429007;Cardiac axis;lbtr
C0429027;Narrow QRS complex;fndg
C0429029;ST segment;fndg
C0429058;T wave height;lbtr
C0429068;PR depression;fndg
C0429087;Finding of electrocardiogram PR interval;fndg
C0429091;R wave feature;fndg
C0429093;Tall R wave;fndg
C0429094;S wave feature;fndg
C0429095;Deep S wave;fndg
C0429097;QRS complex feature;fndg
C0429103;T wave feature;fndg
C0429119;Arterial resistance;lbtr
C0429177;Salivary flow rate;lbtr
C0429178;Whole saliva flow rate;lbtr
C0429195;Minimal erythema dose;lbtr
C0429203;Nasal air flow;fndg
C0429206;Nasal pressure;fndg
C0429216;Gastric pressure;fndg
C0429238;Lactose tolerance;lbtr
C0429247;Carbon dioxide output;fndg
C0429263;Vaginal pH;fndg
C0429271;Grip strength;diap
C0429300;Periodic complexes;fndg
C0429303;Triphasic waves;fndg
C0429306;Burst suppression;fndg
C0429318;Focal spikes;fndg
C0429339;EMG finding;fndg
C0429356;Motor unit potentials;lbtr
C0429381;Nerve conduction velocity;fndg
C0429396;Thermal threshold;fndg
C0429406;Pattern ERG N95;fndg
C0429442;Evoked magnetic fields;diap
C0429468;Anovulatory;dsyn
C0429470;Ovulatory;fndg
C0429480;Fetal heart deceleration;fndg
C0429482;Late fetal heart deceleration;fndg
C0429492;Depth of anterior chamber;fndg
C0429493;Corneal thickness;fndg
C0429514;Corneal diameter;fndg
C0429520;Refractive power;fndg
C0429524;Open angle;fndg
C0429528;Angle closure;fndg
C0429561;Simultaneous perception;fndg
C0429562;Superimposition;fndg
C0429572;Ocular accommodation near point;fndg
C0429573;Over-accommodation;fndg
C0429574;Accommodation convergence/accommodation ratio;fndg
C0429585;Refraction measurement - finding;fndg
C0429592;Reading distance;fndg
C0429595;Puberty stage;fndg
C0429619;Testicular volume;fndg
C0429620;Bone age;fndg
C0429627;Oxygen uptake;fndg
C0429629;Total energy expenditure;fndg
C0429632;Total body water;fndg
C0429633;Total body potassium (observable entity);fndg
C0429659;Dwell time;fndg
C0429706;FEV 1.0;fndg
C0429712;Static lung volume;fndg
C0429741;Serial peak expiratory flow rate;fndg
C0429745;Forced expired volume in one second/forced vital capacity ratio;lbtr
C0429757;Urinary tract pressure;fndg
C0429758;Urethral pressure;fndg
C0429774;Residual urine volume;fndg
C0429778;Urinary loss;fndg
C0429804;Sensation of bladder;fndg
C0429807;Bladder capacity;fndg
C0429810;Bladder compliance;fndg
C0429826;Dysfunctional voiding of urine;fndg
C0429845;Sperm concentration measurement;lbpr
C0429852;Semen pH measurement;lbpr
C0429855;Arterial measure;fndg
C0429856;Arterial flow;fndg
C0429874;Venous flow;lbtr
C0429877;Tissue perfusion measure;fndg
C0429886;Walking distance;fndg
C0429890;Total blood volume;fndg
C0429899;Flare reaction;lbtr
C0429921;Allergen concentration;lbtr
C0429995;Deep pressure ulcer;fndg
C0430022;Diagnostic procedure;diap
C0430027;Biochemical test;lbpr
C0430039;Barbiturate screening;lbpr
C0430041;Bone profile;lbpr
C0430054;Toxicology screen, general (procedure);lbpr
C0430055;Porphyrin screening;lbpr
C0430064;Serum pregnancy test NOS;lbpr
C0430067;Cerebrospinal fluid examination;lbpr
C0430087;Tricyclic antidepressant measurement;lbpr
C0430103;Chorionic gonadotrophin stimulation test;lbpr
C0430105;Clomiphene test;lbpr
C0430115;Dexamethasone suppression test;lbpr
C0430120;Exercise stress test - endocrine;diap
C0430127;Growth hormone releasing hormone test;lbpr
C0430140;Saline suppression test;lbpr
C0430153;Apt test of gastrointestinal function;diap
C0430161;Secretin stimulation test;diap
C0430172;Xylose absorption test (procedure);lbpr
C0430179;Sweat test;lbpr
C0430191;Insulin suppression test;lbpr
C0430194;Pancreolauryl test;lbpr
C0430198;Differential renal function;lbpr
C0430213;Water deprivation test;lbtr
C0430256;Acidified glycerol lysis test;lbpr
C0430257;Acid hemolysin assay;lbpr
C0430262;Indirect Coombs test, NOS;lbpr
C0430292;Immunofixation;lbpr
C0430297;Cell marker analysis;lbpr
C0430303;Nitro Blue tetrazolium assay;lbpr
C0430307;Lymphocyte function test;lbpr
C0430308;Lymphocyte proliferation test;lbpr
C0430325;Lymphocytotoxicity assay;lbpr
C0430344;Allergy profile;lbpr
C0430370;Urine dipstick test;lbpr
C0430385;Sample macroscopy;lbpr
C0430388;Culture and susceptibility;lbpr
C0430389;Light microscopy;lbpr
C0430396;Stool microscopy;lbpr
C0430397;Microscopic urinalysis;lbpr
C0430400;Sample culture;lbpr
C0430402;Bacterial culture (procedure);lbpr
C0430403;CSF for culture;lbpr
C0430404;Urine for culture;lbpr
C0430414;Stool culture;lbpr
C0430420;Antigen assay;lbpr
C0430425;Procedure to identify antibody;lbpr
C0430432;Widal test;lbpr
C0430435;Monospot test;lbpr
C0430456;12 lead ECG;diap
C0430462;Transthoracic echocardiography;diap
C0430467;Cardiac electrophysiology;diap
C0430489;Laser doppler;diap
C0430501;Capillaroscopy;diap
C0430511;Vital capacity test;diap
C0430515;6-minute walk test;diap
C0430561;Skin prick test;diap
C0430567;Methacholine challenge;diap
C0430568;Oral provocation test;diap
C0430572;Delayed hypersensitivity skin test;diap
C0430573;Type 4 hypersensitivity skin test;lbpr
C0430597;Heaf test;lbpr
C0430614;Cottle's test;diap
C0430661;Sonotubometry;diap
C0430681;Gastrointestinal investigation;diap
C0430701;Esophageal pH monitoring;diap
C0430703;Period pH monitoring;diap
C0430750;Modified Schober test;diap
C0430763;Test of the hand;diap
C0430797;Electrocorticogram;diap
C0430799;Ambulatory EEG;diap
C0430801;Video EEG;diap
C0430805;Motor nerve conduction studies;diap
C0430807;Sensory nerve conduction study;diap
C0430808;Mixed nerve conduction study;diap
C0430810;Repetitive nerve stimulation;diap
C0430838;Quantitative sensory test;diap
C0430843;Photopic electroretinography;diap
C0430873;Photostress test;diap
C0430874;Electrodiagnostic test;diap
C0430878;Posterior segment fluorescein angiography;diap
C0430879;Indocyanine green angiography;diap
C0430885;Keratometry;diap
C0430888;Intraocular pressure test;diap
C0430902;Scanning laser ophthalmoscopy;diap
C0430912;Stereotests;diap
C0430926;Maddox rod test;diap
C0430929;Hirschberg test;diap
C0430936;Lancaster screening;diap
C0430943;Refraction assessment;diap
C0430970;Urinary frequency volume chart;diap
C0431056;Photography of patient;diap
C0431070;Assessment for rehabilitation;diap
C0431080;Diagnostic assessment;diap
C0431350;Primary microcephaly;cgab,dsyn
C0431352;Secondary microcephaly;anab,dsyn
C0431362;Lobar holoprosencephaly;cgab
C0431363;Alobar holoprosencephaly;cgab
C0431370;Atrophy of corpus callosum;dsyn
C0431375;Type 1 lissencephaly;cgab,dsyn
C0431376;Type 2 lissencephaly;cgab,dsyn
C0431380;Cortical dysplasia;cgab,dsyn
C0431384;Colpocephaly;cgab
C0431389;Familial megalencephaly;cgab
C0431391;Hemimegalencephaly;dsyn
C0431399;Familial aplasia of the vermis;dsyn
C0431404;Cerebellar cortical dysplasia;cgab,dsyn
C0431447;Synophrys;cgab
C0431448;Absent eyebrow;cgab
C0431478;Posteriorly rotated ear;cgab
C0431498;Aberrant subclavian artery;cgab,dsyn
C0431564;Lobulated tongue;cgab
C0431579;Dysmotility of stomach;fndg
C0431637;Mullerian aplasia;cgab
C0431648;Rokitansky sequence;cgab
C0431649;Vaginal septum;cgab
C0431659;Hypoplasia of scrotum;fndg
C0431663;Cryptorchidism, bilateral;cgab
C0431664;Cryptorchidism, unilateral;cgab
C0431694;Oligomeganephronic hypoplasia of kidney;dsyn
C0431863;Carpal synostosis;cgab
C0431887;Hitch-hiker thumb;cgab
C0431890;Hypoplasia of thumb;cgab
C0431904;Ulnar polydactyly of fingers;cgab
C0431957;Dislocatable hip;cgab
C0431996;Proximal femoral focal deficiency;cgab
C0432028;Split foot;cgab
C0432072;Dysmorphic features;cgab
C0432081;Incomplete cleft palate NOS;cgab
C0432098;Cleft soft palate NOS;cgab
C0432103;Submucous cleft of hard palate;cgab
C0432123;Interparietal craniosynostosis;cgab
C0432125;Bicoronal craniosynostosis;cgab
C0432185;Aplasia of muscle;cgab
C0432201;Boomerang dysplasia;dsyn
C0432217;Wolcott-Rallison syndrome;cgab,dsyn
C0432218;Immuno-osseous dysplasia;cgab
C0432233;Trichorhinophalangeal dysplasia type I;cgab,dsyn
C0432252;Osteoporosis with pseudoglioma;dsyn
C0432255;Geroderma osteodysplastica;dsyn
C0432267;Recessive congenital ichthyosiform erythroderma;cgab,dsyn
C0432282;Dysplasia epiphysealis hemimelica;cgab,dsyn
C0432283;Osteoglophonic dysplasia;cgab
C0432284;Infantile myofibromatosis;dsyn
C0432289;Winchester syndrome (disorder);cgab
C0432306;Ichthyosis bullosa of Siemens;cgab
C0432327;Cicatricial junctional epidermolysis bullosa;cgab,dsyn
C0432333;Abnormal dermatoglyphic pattern;cgab
C0432363;Shagreen patch;cgab
C0432365;Thalidomide embryopathy syndrome;cgab
C0432367;Fetal aminopterin syndrome;cgab
C0432408;Trisomy 12;dsyn
C0432411;Trisomy 9;dsyn
C0432412;Trisomy 8;cgab
C0432418;Trisomy 21- mitotic nondisjunction mosaicism;cgab,dsyn
C0432470;XY females;dsyn
C0432474;Klinefelter's syndrome - male with more than two X chromosomes;cgab
C0432475;XX males;dsyn
C0432510;International neuroblastoma staging system;inpr
C0436023;Compartment syndrome, buttock;dsyn
C0436149;Examination of skin;diap
C0436331;Symptom aggravating factors;fndg
C0436343;Symptom mild;fndg
C0436345;Symptom severe;fndg
C0436480;CAT scan normal;fndg
C0436503;Standard chest X-ray abnormal;fndg
C0436539;Computed tomography result abnormal;fndg
C0436540;MRI scan abnormal;fndg
C0438105;Examination finding;fndg
C0438141;Urine screening normal;fndg
C0438142;Urine screening abnormal;fndg
C0438154;EKG finding;fndg
C0438215;Laboratory test result abnormal;fndg
C0438221;White blood cell count normal;fndg
C0438226;Lymphocyte count normal;fndg
C0438237;Liver enzymes abnormal;fndg
C0438280;Endoscopy finding;fndg
C0438400;Life crisis;fndg
C0438644;Dermatoglyphs - skin lines;cgab
C0438653;Portable X-ray;diap
C0438696;Suicidal;fndg
C0438697;Crying, excessive;fndg
C0438716;Pressure in chest;sosy
C0438925;Dementia test;diap
C0439053;Fatigue - symptom;sosy
C0439067;Roman numeral;inpr
C0439070;Roman numeral III;inpr
C0439073;97;inpr
C0439080;Ordinal number;inpr
C0439095;Greek letter alpha (qualifier value);inpr
C0439096;Beta - Greek letter;inpr
C0439097;Greek letter delta;inpr
C0439098;Greek letter epsilon;inpr
C0439099;Kappa;inpr
C0439101;Greek letter theta;inpr
C0439538;Very light;fndg
C0439540;Very heavy;fndg
C0439663;Infected;fndg
C0439814;Prickling sensation;sosy
C0439821;Pricking sensation quality;fndg
C0439857;Dependence;mobd
C0441073;Bright field;lbpr
C0441621;Sampling;diap
C0441633;Scanning;diap
C0441677;Accelerometry;diap
C0441694;Pharmacological stimulation;diap
C0441697;Dye test;lbpr
C0441700;Thermal test;diap
C0441733;Inheritance types;inpr
C0441737;Dominant type II;inpr
C0441743;Recessive type I;inpr
C0441745;Recessive type III;inpr
C0441763;Stage 0;inpr
C0441764;Stage 0a;inpr
C0441765;Stage 0is;inpr
C0441766;Stage level 1;inpr
C0441767;Stage level 2;inpr
C0441771;Stage level 3;inpr
C0441772;Stage level 4;inpr
C0441776;Stage 4S;inpr
C0441777;Stage level 5;inpr
C0441781;Stage B;inpr
C0441785;Stage C;inpr
C0441789;Stage D;inpr
C0441792;Editions;inpr
C0441793;First edition;inpr
C0441795;Second edition;inpr
C0441796;Third edition;inpr
C0441797;Fourth edition;inpr
C0441804;Grade 5;inpr
C0441807;Grade C;inpr
C0441843;Group I;inpr
C0441852;Group R;inpr
C0441855;Group V;inpr
C0441861;Group 1;inpr
C0441865;Group 2;inpr
C0441867;Group 2B;inpr
C0441869;Group 3;inpr
C0441876;Group 4 (qualifier value);inpr
C0441886;Class 2;inpr
C0441887;Class 3;inpr
C0441888;Class 4;inpr
C0441904;Cancer staging;inpr
C0441914;UICC (tumor staging);inpr
C0441915;AJCC;inpr
C0441918;L1 stage;fndg
C0441922;N+ (tumor staging);inpr
C0441923;M+ (tumor staging);inpr
C0441925;Level I;inpr
C0441927;Level III;inpr
C0441954;Multisystem involvement;inpr
C0441959;Node stage N0;fndg
C0441960;N2 category;fndg
C0441961;N3 category;fndg
C0441962;N1 category;fndg
C0442015;Digital X-ray;inpr
C0442711;Protocols;inpr
C0442726;Detected;fndg
C0442728;Just noticeable;fndg
C0442730;Weakly positive;fndg
C0442739;No status change;fndg
C0442741;Non-vital;fndg
C0442743;Noninflammatory;fndg
C0442744;Non-pigmented;fndg
C0442748;6-abr;fndg
C0442749;6-may;fndg
C0442750;Distance vision 6/6;fndg
C0442751;Distance vision 6/9;fndg
C0442752;Distance vision 6/12;fndg
C0442754;Distance vision 6/24;fndg
C0442756;Distance vision 6/60;fndg
C0442757;3-abr;fndg
C0442759;3-jun;fndg
C0442760;3-sept;fndg
C0442761;3-dic;fndg
C0442762;mar-18;fndg
C0442765;20/400;fndg
C0442766;ene-24;fndg
C0442768;20/1200;fndg
C0442777;J1;fndg
C0442778;J2;fndg
C0442804;Very high;fndg
C0442811;Very low;fndg
C0442838;Bilateral hilar adenopathy;dsyn
C0442840;Cardiac embolism;dsyn
C0442842;Conventional angiography;diap
C0442856;Hypoperfusion;patf
C0442860;Intravascular thrombosis;patf
C0442865;Lower motor neurone lesion;patf
C0442867;Malignant disease;dsyn
C0442874;Neuropathy;dsyn
C0442886;Secondary infection;dsyn
C0442893;Systemic disease;dsyn
C0442973;Ultrasonic guidance procedure;diap
C0442985;Alice;inpr
C0442999;Garcia;inpr
C0443004;Hampton;inpr
C0443009;Greek letter iota;inpr
C0443013;Jones;inpr
C0443030;Moores;inpr
C0443045;Poi;inpr
C0443048;Richardson;inpr
C0443050;Robinson;inpr
C0443058;Simon;inpr
C0443146;Autoimmune reaction;patf
C0443160;Bravo;inpr
C0443168;Cardiac activity;fndg
C0443213;Extrusion;fndg
C0443260;Milky;fndg
C0443270;One patent;fndg
C0443276;Pathological staging;inpr
C0443306;Spastic;mobd
C0443343;Unstable status;fndg
C0443347;Very slow;fndg
C0443566;Very long chain fatty acids measurement;lbpr
C0443626;Total immunoglobulin level;lbtr
C0444100;Skin snip removal and examination;diap
C0444186;Smear;diap
C0444661;Protein-rich meal;fndg
C0444664;Standard meal;fndg
C0444689;Cold pressor test;diap
C0444759;Sumner;inpr
C0444826;Bengal;inpr
C0444872;Asia 1;inpr
C0444953;H 6;inpr
C0444967;II/C;inpr
C0444969;III/R;inpr
C0445034;M0 category;fndg
C0445036;Metastasis stage M1a;fndg
C0445037;Metastasis stage M1c;fndg
C0445039;Metastasis stage MX;fndg
C0445064;Metastasis stage M1b;fndg
C0445079;Node stage N2a;fndg
C0445080;Node stage N2b;fndg
C0445085;NX category;fndg
C0445088;Neck flexion (finding);fndg
C0445100;Non-weight-bearing;fndg
C0445117;Neoplasm present;fndg
C0445147;Serogroup O1;inpr
C0445148;O157;inpr
C0445151;Oral air flow;fndg
C0445210;Receptor abnormality;fndg
C0445223;Related;fndg
C0445332;Toxigenic;inpr
C0445334;Tropica;inpr
C0445356;Unrelated (finding);fndg
C0445385;Roman numeral VII;inpr
C0445392;Wild;inpr
C0445425;Alexi;inpr
C0445459;Brasiliensis;inpr
C0445462;Carlos;inpr
C0445527;Luis;inpr
C0445539;Maru;inpr
C0445566;Peruviana;inpr
C0445586;Rama;inpr
C0445599;Roman numeral VIII;inpr
C0449255;Context;fndg
C0449309;Laboratory method;inpr
C0449335;Method of detection;inpr
C0449370;Method of sampling;inpr
C0449380;Associated finding;fndg
C0449381;Observation parameter;fndg
C0449385;Staging of disease;inpr
C0449387;Clark's melanoma level;fndg
C0449394;Staging system;inpr
C0449411;Causative_agents;fndg
C0449412;Cause of blockage;fndg
C0449416;Source;fndg
C0449417;Source of energy;fndg
C0449426;Source of infection;fndg
C0449430;Physiological stress;patf
C0449437;Patient status;fndg
C0449439;Carrier status;fndg
C0449475;Type of cell;inpr
C0449492;Type of food;inpr
C0449523;Type of scan;inpr
C0449537;Lancefield group;inpr
C0449543;Serogroup;inpr
C0449562;Biotype;inpr
C0449563;Biogroup;inpr
C0449570;Test type;inpr
C0449572;Virus type;inpr
C0449575;Histological finding;fndg
C0449752;Ulnar deviation;fndg
C0449850;Patient position finding;fndg
C0449878;Mount used;fndg
C0449900;Contrast used;diap
C0449943;Serotype;inpr
C0449970;Presence of infection;fndg
C0449982;Type of restoration;inpr
C0449990;First sign;inpr
C0449991;First value;inpr
C0450074;Enzyme method;inpr
C0450093;Very large;fndg
C0450296;Mullerian remnant;cgab
C0450314;1/2b;inpr
C0450336;1853;inpr
C0450344;1A;inpr
